,review_id,user_id,business_id,stars,useful,funny,cool,text,date,AFINN score,Review Length (words),AFINN score (abs),Normalised AFINN score,Normalised (abs),SQRT Normailzed,SQRT Normalised (abs)
4199060,mEmj_ReNJ6gtszAcPkTeLA,7kgmDR7So2cNJ5U00ImVGA,iSRTaT9WngzB8JJ2YKJUig,4.0,0,0,0,"Yes, this gluten-free freakazoid health nut has eaten here and you know what!? I SURVIVED. 

What great menu options for gluten free and vegetarian diners. I absolutely inhale collard greens and these were amazing. The inside is smaller and counter style. An old school establishment for sure.

I have seen lots of lines here, but the night we went there was luckily, no line.

I don't like to wait in line, so I wouldn't go as far to say that I would wait, or go again in a heartbeat, because New Orleans is such a culinary mecca, but sure, for a quick lunch or dinner with no line, check it out. Especially if you're here for a long time for a conference or something.",2018-07-08 22:30:18,15.0,670,15.0,0.12295081967213115,0.12295081967213115,0.5795005569646918,0.5795005569646918
4199194,V3qfRO7VOGAoSfoOug5CKg,QLqpIsHM1G4FLSo9xYeJVg,iSRTaT9WngzB8JJ2YKJUig,3.0,1,1,0,"We were intrigued by the long line and tried this place. We got the Shrimp and Debris Poboys. They were good and filling but the fries tasted burnt. Also didn't like how some of the staff yelled at the customers to get out of their way when literally there's no place to stand with the long lines they have. We even saw one guy rolled his eyes on a tourist couple (rude I say). Place needs an update inside too. It was alright but it wouldn't be my first choice for a Poboy. Oh yeah, don't tip the servers as it says on their sign.",2015-09-25 00:42:25,3.0,531,3.0,0.02857142857142857,0.02857142857142857,0.13018891098082386,0.13018891098082386
4199644,vNInSyWf98QASgbQjM18RQ,V21piE7OR1k0n_oSwvPTmQ,iSRTaT9WngzB8JJ2YKJUig,5.0,1,0,1,"At the suggestion of someone who was staying in the same hotel, my family and I walked down the street and stood in the looooong line....but the wait was WORTH IT! To say that we had the BEST food ever is an understatement! The food as well as the GREAT hospitality were PHENOMENAL!!! I wish I could have those red beans and rice with sausage and bread pudding delivered to me right now!

We ENJOYED it Immensely and can't wait to return!

A MUST VISIT WHEN IN THE BIG EASY!",2012-05-31 01:13:44,13.0,474,13.0,0.14772727272727273,0.14772727272727273,0.597109775827013,0.597109775827013
4199664,TV_uyD-xiquhkzLD_xl6VA,xwapyxLPRqKlSWur_Hd8WQ,iSRTaT9WngzB8JJ2YKJUig,2.0,0,0,0,"My wife and I went here for dinner.  We were completely blown away by the line outside of the door, yet this built the excitement to eat the food.  Upon entering the place we quickly learned that this was a cafeteria style restaurant, (red flag #1, last cafeteria style restaurant we ate at was in GA and it was a bust). 

It was too late to leave; as we had caught a cab to the restaurant, had been waiting in line for 25 minutes and we read all these other great reviews.  Boy were we wrong. I settled for the Mae's Gumbo and my wife had the combination with cabbage and bread pudding for desert.

The food was served Luke Warm; I would guess if the food inspector were to come in, the food would of been below the required temperature.  Not to mention, it just was not good.  The bread pudding was something we never seen before.  The bread pudding had fruit cocktail in it... WHO PUTS FRUIT COCKTAIL IN BREAD PUDDING!!! That culinary experiment went terribly bad for the chef.  

Lastly, the price of the food was over priced, especially for cafeteria style food.",2012-06-28 23:42:28,-4.0,1067,4.0,-0.019801980198019802,0.019801980198019802,-0.1224553549845254,0.1224553549845254
4199743,mEubDOmTCYzFrpYAUNHNOw,Dhx7AAn-nNYwMMuBXtn-bQ,iSRTaT9WngzB8JJ2YKJUig,1.0,0,0,0,"This place was dirty,  rude,  no flavor,  and cold food!  Very disappointed to have spent our last night with a disgusting meal.  Our food was pit on wrong table, the server grabbed it and put it on our table after the people poked around on it!",2015-05-27 02:44:41,-12.0,245,12.0,-0.23529411764705882,0.23529411764705882,-0.7666518779999278,0.7666518779999278
4199857,P94QusEK3I5tZU7iJm8nQQ,0dgBTc5ay78r9tKGCaNNOQ,iSRTaT9WngzB8JJ2YKJUig,4.0,0,0,0,"Love the poboys!  Get the debris poboy, you won't be let down!",2011-07-31 13:35:51,6.0,62,6.0,0.46153846153846156,0.46153846153846156,0.762000762001143,0.762000762001143
4200134,4DykCmb7r785aBJ2B-ovHw,t62kr04Ye8ipCzRQpHZKCw,iSRTaT9WngzB8JJ2YKJUig,4.0,0,0,0,There is a waiting line at this place. IMO the wait is well worth the excellent food.. so plan to your time accordingly. I pretty much enjoyed everything here. The pricing is pretty reasonable based on the quality of the food served.,2014-05-27 18:00:06,11.0,233,11.0,0.2619047619047619,0.2619047619047619,0.7206339602884603,0.7206339602884603
4200144,Iy4Bk9L-Uq1JYxb_fAM0aQ,qCAhlTuYnMgN2N1-vn0CmQ,iSRTaT9WngzB8JJ2YKJUig,1.0,0,0,0,The lemonade was sweet. Catfish poboy was not good. Bread tough. Catfish bland and rubbery.,2016-07-15 01:13:55,0.0,91,0.0,0.0,0.0,0.0,0.0
4200233,j-5z4xBszp7GOrtRkaHjGg,DopmgbZTKKVCB7lH-G498g,iSRTaT9WngzB8JJ2YKJUig,5.0,0,1,0,"Not sure why this place gets 3.5 stars, maybe cause of the long lines? But the staff, especially Marshal who helped us, makes this establishment an easy 5 star! It's that down south home comfort food but with a friendly staff and laid back ambiance that's also adds some historical value to your stay in the Nya-Leens... enjoy it if you get the chance - We enjoyed the jambalaya & potato salad along with the fried chicken, also recommend the combination if you're not sure what you want...
We had to laugh at the reviews that say sloppy presentation, this is a cafeteria style establishment, no one has time to garnish your plate with a spig of mint!!! LMAO just enjoy the food and experience and press on...",2017-03-05 01:14:12,18.0,709,18.0,0.14173228346456693,0.14173228346456693,0.6760041895698117,0.6760041895698117
4200399,wcp5h0o_gity3TX7lSDqOQ,oi_QtxQX5THNcCisNJjE8w,iSRTaT9WngzB8JJ2YKJUig,2.0,1,0,0,"It seems like people are either big fans of this place or just ""meh"" about it. I fall into the latter half. My husband liked it, but I personally thought the food was very bland and nothing to write home about. I ordered eggs over medium, which definitely came out over easy, and the roast beef had no flavor. The biscuit was just OK. Wouldn't recommend mend this place to others. This review is based off of breakfast though, maybe their lunches and dinners are better.",2017-12-17 15:44:32,9.0,470,9.0,0.10465116279069768,0.10465116279069768,0.41513904361299825,0.41513904361299825
4200403,U0btRScD2kQp4zMQqqLEYg,Kf4GgiLBmebkzR37cMQbwg,iSRTaT9WngzB8JJ2YKJUig,4.0,0,0,0,Food was good. Potato salad was some of the best I ever had. Ham was juicy. Staff is fun and personable. They forgot one of our orders. It was a pricey one and it was hard to get a hold of them there after.,2018-03-04 16:54:24,8.0,206,8.0,0.18181818181818182,0.18181818181818182,0.5573864114332941,0.5573864114332941
4200438,AUGLgK-m_NYk57Ofhicdlw,2V0_Mj4JC1lFDhfyUupksQ,iSRTaT9WngzB8JJ2YKJUig,5.0,0,0,0,"Wow. Another bucket list place you have to try. The shrimp creole omelette,  yes omelette was amazing.  Grits, po boys, and baked ham are all delicacies here. Old, hometown,  and special.  Enjoy!",2017-02-09 18:17:57,11.0,195,11.0,0.3055555555555556,0.3055555555555556,0.7877263614433762,0.7877263614433762
4200483,Wy_kmXUyZW9bTRs3OtXiwQ,ckrFHmIrGjGa-0KJfVBSbQ,iSRTaT9WngzB8JJ2YKJUig,5.0,4,1,2,"This is an absolute MUST for people visiting New Orleans because of the classic, local food available. It is nothing fancy on the inside, but the food tastes as if it's home cooking. You order at the counter, pick any table in the front room or dining room in the back, and they bring your food to you. Everything we have tried here has been incredible, and I recommend ordering a bunch of different things to try out. My favorites have been the fried shrimp po boy, famous ferdi po boy, chicken andouille gumbo, seafood gumbo, and jambalaya (classic new orleans dishes that are delicious and hearty). The line during lunch is out the door so go at an off hour!",2016-03-18 22:08:13,9.0,661,9.0,0.0743801652892562,0.0743801652892562,0.3500594287129863,0.3500594287129863
4200508,FlCGLUJgeYZ8zJ7uEc2NWw,zNN1AIVt780ZY4F-JKEgFw,iSRTaT9WngzB8JJ2YKJUig,5.0,0,0,0,You cannot go wrong with anything you order here if you want some good food.  I ordered the seafood platter and didnt have to have any seasoning nor hot sauce added to my meal!,2018-08-14 23:59:25,2.0,176,2.0,0.05714285714285714,0.05714285714285714,0.15075567228888181,0.15075567228888181
4200556,nwiUQCh7Rnkhrn85dsQqhA,-hYYjAXSAa657rY0ANtTGQ,iSRTaT9WngzB8JJ2YKJUig,4.0,0,0,0,"This place has a never ending line, and once you taste the food, it's pretty obvious why that's the case. I ordered the debris sandwich with a cup of seafood gumbo on the side. The sandwich meat was tender and juicy and was served on a slab of freshly baked French bread. The mustard and pickle on this sandwich were a bit heavy for my tastes, but the food was still excellent. However, the real shining star of this meal was the seafood gumbo. It was chock full of fresh seafood and every bite had fresh shrimp, oysters or crawfish in it. Truly fantastic, and one of the best gumbo experiences of my life. Great pick for lunch in NOLA!",2016-05-07 22:17:34,18.0,636,18.0,0.15,0.15,0.7137464271463297,0.7137464271463297
4200588,A-k-hHRMmisteZtI8Gm2TA,NG2mzp-BFKPsgxy5ofaQUw,iSRTaT9WngzB8JJ2YKJUig,4.0,0,0,0,"Brain L. and Benson L. were in town so after we dropped my mother off at the airport we began our gastronomical invasion of NOLA.  Having just dropped my mother off at the airport, we thought we would begin this voyage with a stop at Mothers..

It had been raining all morning so we were able to find a lull in the church crowd and jumped right into the line at this well known eatery.  We grabbed a menu and were shuffled forward towards the register where you place your order.  While the line may seem long, don't dally to much over the menu because you will in a few minutes find yourself face to face with a person who does not seem to thrilled, or helpful, ready to take your order.

Having had less than a few minutes to puruse the menu Benson and I chose the Ferdi Special (*** 1/2 stars)  It basically consists of a fine bread sandwiched piled full ham roast beef and what looked like pulled pork but I later found out was  ""debris"",  bits of beef that fall off during the roasting process soaked in juices. 

I wish I had taken more time to look at the menu, because the table next to me had some really good looking sides such as bbq beans and potato salad.  With the line as long as it was and this only being the beginning of our journey, it just wasn't worth getting back in line.

WARNING:  Parking is available next to Mothers but the validation is only for an hour.  Also if you plan on eating there, make sure you have a friend stake claim to a table because its first come first serve and you will most likely find yourself sharing a table or eating your meal standing up.",2010-05-17 05:02:47,11.0,1591,11.0,0.03559870550161812,0.03559870550161812,0.2757767158101451,0.2757767158101451
4200650,o670wiBVr9sOhA4K0BlvEg,ICI1So943LmNUQvaO2DTuA,iSRTaT9WngzB8JJ2YKJUig,5.0,0,0,0,"Our food adventures in New Orleans continue with Mother's Restaurant! This place was recommended by the driver of the hotel shuttle, so we knew it had to be good. I also recalled seeing it mentioned on the Food Network somewhere, and that's always a good sign. We later found out that Mother's Restaurant was more than just good, it was LEGENDARY. I mean, it's been up and running since 1938 and hasn't changed much since then. Places that stay open for that long are definitely doing something right.

When we walked in, I immediately noticed the ""old school"" vibe the place had. I could also tell it was diner/cafeteria style dining, which I didn't mind as long as the food was good. The walls were absolutely COVERED with framed photos of people who were important visitors to the restaurant in some way, whether they were famous, local heroes, or just loyal, longtime patrons. It gave the restaurant that ""family-owned-and-run"" feel for sure.

My husband and I decided once again to split an entree because they came with lots of side items. It took a while to decide, as usual, but we finally agreed on the Seafood Platter: oysters, shrimp, and catfish (all fried) plus red beans & rice, grits, jamalaya, and shrimp etouffee--a complete cornucopia of classic cajun cuisine! And WOW was it a lot of food! Even between two people we couldn't finish it all. And as you can see in the photo, the server was cool with us splitting--even gave us an extra plate and everything. 

Now, most of these foods I've had before in one form or another, except for the fried oysters or shrimp etouffee. Both were awesome. What I liked about the fried seafood was that the breading was light and crispy, not greasy. The jambalaya was nice and flavorful, definitely good. The grits were a bit bland though, needed cheese maybe. And the rice and beans could've used more rice and less sauce to my taste. BUT Overall the meal was wonderful and would certainly recommend Mother's Restaurant to anyone who's in New Orleans and is looking for some honest-to-goodness cajun food with great prices and a no-frills atmosphere.


Bottom Line: Come hungry, and don't expect classy surroundings...this is REAL Cajun food!

Please visit my blog site to see this review, more photos, and other reviews....

http://roscoenala.webs.com/apps/blog/show/10683481-restaurant-review-mother-s-restaurant",2011-12-02 17:18:15,60.0,2369,60.0,0.15463917525773196,0.15463917525773196,1.2327321425382483,1.2327321425382483
4200689,jNzYRajORqb7FS7lis-fEg,-dFJCMSBnKsyMeupd_nhCg,iSRTaT9WngzB8JJ2YKJUig,3.0,0,0,0,Feels kind of like Katz in NYC but then not as good.  Sides were better than the Po Boys.  Staff was friendly.,2017-08-29 17:45:30,9.0,110,9.0,0.375,0.375,0.8581163303210331,0.8581163303210331
4200720,OALGAvbEbF0WH67fUsrAwA,eLHsnsI2YDuGwIdFqYFhnA,iSRTaT9WngzB8JJ2YKJUig,4.0,4,2,3,"Really good po' boys but more expensive than Johnny's.. especially for the fried oyster sandwich. My boyfriend and I shared a fried chicken po' boy and a bowl of gumbo. Mmm, loved both! It was more than enough for two people and every bite was delicious. We must have gone at an off time because it was really easy to get a table and the wait for our food wasn't very long at all. Now that I'm back in LA I'm already missing those awesome sandwiches.. it'll be too long before I have one again! 

I like Johnny's better but this place has way better hours and takes credit cards- two big plusses in my book! Mother's, I will return as soon as I can!",2010-11-27 19:42:55,20.0,649,20.0,0.16,0.16,0.7850686719788597,0.7850686719788597
4201056,_PyLPFdduXBdc9xdGrOjLw,gz7fB5ifHctYK1GGjW--ng,iSRTaT9WngzB8JJ2YKJUig,4.0,0,0,0,Potato salad was delicious and so was my roast beef po-boy. However the bread got really soggy from the meat and that wasn't great. I'd totally go back but would get the fried shrimp one instead.,2012-01-04 23:29:50,6.0,195,6.0,0.16666666666666666,0.16666666666666666,0.4296689244236597,0.4296689244236597
4201148,RUOCKq6ybnXuIcCyeU9XTA,UnkVq-qeI5QRx57BtLlkiw,iSRTaT9WngzB8JJ2YKJUig,4.0,0,0,0,"This place was recommended to my husband and I by a friend and it had descent reviews on Yelp so we decided to try it. We got the famous Ferdi's Po' boy and the seafood gumbo. The atmosphere was casual, not too loud. All staff members were very friendly and helpful! The line was to the door when we got there but the ordering process was fairly quick and easy and it was easy to find a table after ordering. 

The Po' boy was very good, however the gumbo was just okay. Would definitely go back for the sandwich.",2016-05-20 00:58:12,14.0,513,14.0,0.1414141414141414,0.1414141414141414,0.6181150999636871,0.6181150999636871
4201403,O7RC5LKRviOWogjmAeN24A,MH_LUn4vH-A-1ZYLeU9Lug,iSRTaT9WngzB8JJ2YKJUig,5.0,0,0,0,Mother's lived up to the hype.  There is a reason that there are consistently lines at breakfast lunch and dinner time.  That reason is deliciousness,2013-05-10 01:30:17,0.0,149,0.0,0.0,0.0,0.0,0.0
4201500,v0BHecSVhXubZyQUFRczXg,ELvBOiigjt0Ea8N1a5himA,iSRTaT9WngzB8JJ2YKJUig,5.0,0,0,0,"Best restaurant in NOLA for the money.  I've had jambalaya all over the US and this is the best, hands-down.  It isn't the most scenic place, it has a cafeteria feel to it.  But the food is delicious and quick.  Plenty of seating too.",2015-08-30 23:33:41,9.0,234,9.0,0.1875,0.1875,0.588348405414552,0.588348405414552
4201594,AXgqGBUD6aPFroGSvFFQyQ,4E6WGB8XZrSa_26UcVTSvQ,iSRTaT9WngzB8JJ2YKJUig,1.0,1,0,0,"This meal was a major fail. The breakfast at Mother's was virtually inedible. I order their signature Po Boy, had a bite of it and left it. When I told the staff, they completely disregarded me. I also tried the breakfast special. The grits and eggs were flavorless and disgusting. This was probably the worst meal I ever ate out.",2018-01-10 13:54:12,-10.0,330,10.0,-0.16666666666666666,0.16666666666666666,-0.5504818825631803,0.5504818825631803
4201658,P7tKIf4_ygcm2q3SBhS4Ew,kBttjG6TuMEuTwLadp_0Ew,iSRTaT9WngzB8JJ2YKJUig,1.0,0,0,0,"One of the most overrated places i've ever eaten at. I was visiting New Orleans for the first time for the Sugar Bowl and decided i needed some authentic food before heading home. Not only was the food double the price it should have been, but was also bland, cold, and completely underwhelming. Both my girlfriend and I finished our $8 bowls of gumbo in mere minutes due to the minuscule size. The cajun restaurant in my hometown of Blacksburg, Virginia is head and shoulders above this place in every way. I also tried my friend's Turkey Po-Boy and it was basically just dry cold turkey thrown on an old hard piece of bread - just terrible. Beyond the food itself the layout and service are atrocious. Luckily we went in the afternoon and were able to walk right in and order immediately, the thought of some people waiting an hour or more in line for the experience makes me cringe. I see no reason to eat here and am baffled by some of the 4 and 5 star reviews.",2012-01-04 23:19:36,-4.0,965,4.0,-0.022222222222222223,0.022222222222222223,-0.1287645559959301,0.1287645559959301
4201736,8Q6JcXen4a1JO_AXXeCHrA,wbkbR9ndHn4JpZQtcvWrPw,iSRTaT9WngzB8JJ2YKJUig,1.0,0,0,0,"After careful consideration on our family vacation to New Orleans we decided on this well known creole favorite. Big Mistake! Most likely the worst $90 I've ever spent on a meal. Our food was cold, bland, and WAY overpriced. Did I mention the general lack of concern for hospitality? After working in ""the industry"" for almost 15 years, I can honestly say this was the worst service ever. Ham Dinner ""best in the world"", not even close! Crawfish etoufee? I'm no Cajun but my 12 year old cooks better etoufee. ""Ferdi Special"" po' boy? I've had better hoagies from a gas station refrigerator. Seafood gumbo? Don't waste your time. Literally there was no light at the end of the tunnel. After spending 20 minutes to find parking, on a Tuesday, I wanted our meal to be over after I took the first bite. What's with the whole order at a cash register and we'll bring it out to you business? I literally didn't even finish my words before the ""attendant"" ( and I use that word very loosely) was saying ""next"". What an awful experience. Don't waste your time or money! Can we give negative stars because this place deserves no less!!!!!!",2016-07-15 04:44:59,-8.0,1130,8.0,-0.039603960396039604,0.039603960396039604,-0.23798564692349186,0.23798564692349186
4201842,AOL_Mtf7pHx1cXwkITPmPQ,cMIVlEuCKkiEo1QkPBbMaw,iSRTaT9WngzB8JJ2YKJUig,3.0,0,0,0,"I'm a fan of soul food and will go out of the way to give a place a try... while at a hotel, I asked the front desk clerk what's good around the hotel area and was told Mothers was excellent place... I asked what they liked and was told that they liked all their food items... (not that helpful)... so we decided to go the next morning for breakfast.

It was only few blocks away, walked in and if you are first time visitor, then you will get lost as to how their system works - so here it is - walk in, grab a menu and once you have decided, go up to the counter, which is by the other door, go grab a table and give your receipt to the server that comes to your table.  If you are a regular, then you know the routine... so being first timers, we were lost, walked in and looked around and from behind us a man tells us in loud voice, grab a menu and when you are ready go up to the front and order and then finished the instructions by saying follow the crowd...  I'm thinking... um ok.

So did what the guy told me to do... grabbed the menu, looked and since it was breakfast, options were limited... I went with Grits with Meat, others went with Crawfish Étouffée Omelet and breakfast special.

Grits with meat - the meat was excellent, left over from the prime rib, but the grit was subpar... it was missing something, wasn't sure what it was, but the meat made up for it.

Breakfast special - two sunny side egg, bacons and grits - standard.

Crawfish Étouffée Omelet - this was the best of all the dishes we had... i would definitely order this dish again and again.

They have post on the walls not to tip, so we didn't tip, but I did notice that some folks were leaving tip... the service was decent... overall, I'm sure there's a better breakfast joints in NOLA that will top this place... but it's worth visiting once.",2015-12-22 04:20:23,17.0,1831,17.0,0.04857142857142857,0.04857142857142857,0.3972873612459742,0.3972873612459742
4201892,HkiD4A85BzA1L4CPLADq5A,k54pgAD0yXDlPQ3OTJzqYA,iSRTaT9WngzB8JJ2YKJUig,3.0,3,0,0,"We skipped the long line by going to the bar next door (connected) and walking through to order.  Ferdi (split two ways) and a bowl of gumbo file.  The file was excellent the sandwich was so-so but filled the tummy.  I wouldn't wait to eat here and didn't taste the ""wow"" on the ham.  

I accidentally tipped the bartender...I wonder what he did with the $2?!?",2012-10-10 02:57:47,5.0,360,5.0,0.07142857142857142,0.07142857142857142,0.26352313834736496,0.26352313834736496
4202073,qZXIpD7zFS-ywvQyzuNdRA,sEzzn3r5otSxMfKooYAygw,iSRTaT9WngzB8JJ2YKJUig,1.0,0,0,0,"I took two of my friends there on a recent night after having a great experience a couple years ago.  The restaurant was not too busy, we waited just a couple minutes to order. 

The last to order was my friend, who is a vegetarian. He tried to order a grilled cheese and potato salad, both marked ""V"" on their menu as vegetarian options.

To our dismay, the cashiers refused let him order a grilled cheese because it was on the kids menu and he was over 12 (clearly). We explained the situation, but they wouldn't budge.

We walked out.  Outside, another employee explained that yes, it was ridiculous and that they too weren't allowed to order the grilled cheese.

Clearly, many kids menus indicate they are for 12 and under - typically because the price point is lower.  But I've never seen a restaurant refuse to serve something reasonable off a kids menu as an accommodation to an otherwise paying group of guests.  Selling a $5 grilled cheese plus a $3.50 scoop of potato salad and a $2.50 soft drink is not a loss leader. 

Never again will they have our business.",2016-04-12 11:22:56,0.0,1071,0.0,0.0,0.0,0.0,0.0
4202130,6l8n6ccP3dIDcBWbVj1bBg,L29KdayeW21qTEXs9y7kkw,iSRTaT9WngzB8JJ2YKJUig,4.0,0,0,0,"Hey, it's a NOLA institution, as evidenced by the line out the door on Saturday morning.  I had the Ferdi Special - ham, roast beef and debris - and a small red beans and rice (hey, it'd been a long night out the night before), and 25thHourGal had a biscuit with roast beef and debris.  Try the black ham too... quite tasty.  Servers are iconic and, contrary to the signs, they do appreciate a little something for the effort.",2012-09-12 03:34:05,2.0,426,2.0,0.024390243902439025,0.024390243902439025,0.09690031662230184,0.09690031662230184
4202202,yHjmC4_b5NjOCmcXrYXPvA,qFnLaNI6_RAqU6JEdJzp1A,iSRTaT9WngzB8JJ2YKJUig,4.0,2,1,1,"New Orleans has a thing with restaurants that seem so small or unassuming from the outside, but are actually huge on the inside. Seriously, Mother's is like the restaurant version of the TARDIS. In any case, we stumbled upon this place because it was down the street from where we were and a relatively easy walking distance for my grandparents. The line, from the outside, seemed kind of intimidating, but barring malfunctions with the cash registers, the line moves by very fast. 

I went with the Ferdi, which is pretty much everything that I love in a sandwich between two lovely pieces of bread. There's a lot of meat, there is ""debris"" (something I discovered and fell in love with on this trip to the south) and it's French dipped. Nope, it really can't get better than that. Granted, we ended up going there twice and the sandwich was a little more dry on the second stop, but it still remained the highlight of my stop there. Delicious. Get it. 

The other food was pretty good. I tried bits and pieces of what everyone else got, but even at the 2/3 smaller sandwich size, the Ferdi is pretty much going to be the end game of your eating for the next few hours, if not the rest of the day. 

The jambalaya was pretty good. The sausages are too. The red beans and rice were okay, but I think I've had better elsewhere. 

The servers could also be a little snappy, but we came with obscenely large groups both times we went there, so there's also that. 

All in all, Mother's ended up being another food highlight of our trip to New Orleans.",2012-01-04 20:05:46,31.0,1548,31.0,0.10954063604240283,0.10954063604240283,0.7879092800517908,0.7879092800517908
4202216,66Ljhif7sxb8Bs31M0V86w,Cd8Fm6CafwmBD7tuBlsxpg,iSRTaT9WngzB8JJ2YKJUig,1.0,0,0,0,"Everything there is bland and except the meats which is what they depend on. The servers are rude. I've been there many times ever since I was little, but this is the last time. Take it from a local and try something else where you don't ask yourself , ""what am I tipping for?""",2015-06-21 14:44:12,-2.0,277,2.0,-0.037037037037037035,0.037037037037037035,-0.12016835362522194,0.12016835362522194
4202245,Tu05mnmEY6iFPPxQBD4HwA,eITPFj7ISisDBxbL0a1oMw,iSRTaT9WngzB8JJ2YKJUig,5.0,0,0,0,"The Po'Boy debate...it could go on for hours and hours. Who has the best Po'Boy? Johnny's, Sammy's, Mahony's, Mother's, or one of the other 25 places in New Orleans that touts to have the best. Well, I suppose that depends on what you get, but I think there's a reason that it has more then 700 reviews now. It's freakin' good! 

Went there a few weeks ago and had the Debris Po'Boy ($10), a draft domestic beer (~$3.50), and a large side of Jambalaya (~$6.00). The Debris Po'Boy is da BOMB! I haven't been back to New Orleans since sometime in 2006 (pre-Katrina), but it is just as good as I remember it. 

Basically, you order at the counter, they give you a stand-up number (to identify your order), you seat yourself, and they bring it to you shortly thereafter. Regarding service, this is not fine dining, and I get the feeling that New Orleans is known for their somewhat mouthy service and less then the cleanest environments. However, if you've been to the city before, you know that's just part of their charm. So, if you can get over yourself and focus on the food (as you should), then you'll find there are some really great restaurants in the city. So, surly service and all (okay...I was wearing a Falcons shirt and maybe that kind of brought that on), the food is damn good. 

The Debris Po'Boy is served on French Bread (slightly toasted) with the Roast Beef that has fallen off the skewer, is then captured from the juices, and put into a sandwich. I got it dressed, which at Mother's is shredded green cabbage, tomatoes, and mayo. Now, the Jambalaya was decent, but I think they put a little too much butter in there so that detracted from the flavor of the Andouille Sausage and spicy chicken and rice. However, it's good to cut the flavor of the Debris Po'Boy with something else. 

Oh....and we happened to go at a more off-peak time, so we didn't have to wait in a giant line or anything, which was great. So, be strategic about going there. If you roll up on a Saturday at 12 noon...wow...fancy that...there's a line! Come at 2pm, there will be way less people. The bathrooms were moderately clean, so that's a plus for this place too. So, bottom line, Mother's has some great Po'Boys and I will be back!!!",2011-09-27 14:07:40,33.0,2229,33.0,0.08148148148148149,0.08148148148148149,0.6989705947523103,0.6989705947523103
4202327,IbQ2VsydzJ-U0b1VcS9n-A,NSAVRghckESCnwCKV2hITQ,iSRTaT9WngzB8JJ2YKJUig,5.0,1,0,0,"Had breakfast here one morning and it was probably my favorite meal of the trip...  Line went fast and I had a crawfish etoufee omelet...grits came on the side.  Omelet was awesome and I'm not usually a fan of grits, but these were great.  The gentleman that kept our coffee filled, etc was very friendly.  He helped us with directions, recommendations, etc..

Just make sure when you eat here, you know what you want quickly...once you're inside, the line moves and the lady keeps taking order after order...whether the line is moving forward or not...kinda soup nazi'ish!  But a definite must eat location in New Orleans.",2011-01-10 21:01:52,15.0,623,15.0,0.13636363636363635,0.13636363636363635,0.6009623101612529,0.6009623101612529
4202337,5fZAdLzGZKO7u0sOAWNvRQ,mWAewbsFkL5ZTxHLECD2Jw,iSRTaT9WngzB8JJ2YKJUig,1.0,0,0,0,My simple roast beef sandwich was very tough. I got half my order. Not impressed. Plus it would be nice if the sever that I've waved at 3 times would come over.,2015-12-05 23:48:04,6.0,160,6.0,0.1875,0.1875,0.4743416490252569,0.4743416490252569
4202375,X23GYSQzjR3Vv-grn6Y2-w,XFqa2aSJVkJT2XUDkRLVTw,iSRTaT9WngzB8JJ2YKJUig,3.0,0,0,0,"Food was not bad but also not super good. Not worth the long wait in an uncovered line, add the very hostile skinny girl at the register. Place is nothing fancy, which is ok, but it's also not that clean. I'll use my time somewhere for a much better food and service.",2018-09-04 18:36:34,7.0,267,7.0,0.1346153846153846,0.1346153846153846,0.4283930429534732,0.4283930429534732
4202594,XrkPyn0A_XANeAFiSKR_Fg,kKJBUIQERqDBb3J2uj69KA,iSRTaT9WngzB8JJ2YKJUig,5.0,0,0,0,Great food.  Be prepared to wait in line but well worth it.,2013-10-25 09:20:14,6.0,59,6.0,0.46153846153846156,0.46153846153846156,0.7811334658849433,0.7811334658849433
4202993,vJVU63yfSP20YQ81mGtWDg,CfPOSOcwYcpqyMDGsmONnQ,iSRTaT9WngzB8JJ2YKJUig,3.0,0,0,0,"Great potato salad, great red beans and rice! Delicious chicken and shrimp gumbo... worlds best ham was ok since it was not served hot. The cabbage was mediocre. Overall it was ok. Maybe breakfast is much better!?",2017-01-29 03:04:45,14.0,213,14.0,0.3783783783783784,0.3783783783783784,0.9592641937585443,0.9592641937585443
4203007,u1Duime-Qo1rH_UMw2ng8g,T9frMI1780ZWJsGO5pQNYg,iSRTaT9WngzB8JJ2YKJUig,5.0,0,0,0,"Best oyster poboy in town.  I have had poboys at several different NOLA business district restaurants and Mother's beats them all.  I also had a cup of jambalaya...very good as well.  If you go during lunch at noon, be prepared to wait in line outside.  I got there around 11:15am and there was only a short line inside.  Plenty of seating in the back at the 'Mother's Next Door' annex.",2012-06-28 17:28:50,7.0,386,7.0,0.09333333333333334,0.09333333333333334,0.35629061899150133,0.35629061899150133
4203064,TjjVPS3UpZRnJ_kg3qzdCw,BlU8p3eve0qs6tBIFrycEQ,iSRTaT9WngzB8JJ2YKJUig,2.0,0,0,0,"After seeing Mother's several times on the food network and travel channel, I decided to take a road trip to New Orleans with my two daughters to see if it was all it cracked up to be. Verdict!!!! It was average, some employees lack costumer service and the food presentation was not great. Did try the Ferdie, really wasn't Wowed. On a scale of 1 to 10, we collectively gave it a 6.",2011-10-30 11:40:33,0.0,383,0.0,0.0,0.0,0.0,0.0
